"","Time","Price"
"1",2018-01-25 00:05:00,758.625469523942
"2",2018-01-25 00:10:00,758.742891083144
"3",2018-01-25 00:15:00,758.906231382964
"4",2018-01-25 00:20:00,759.390716560618
"5",2018-01-25 00:25:00,759.677706774089
"6",2018-01-25 00:30:00,759.970832434968
"7",2018-01-25 00:35:00,760.233636205065
"8",2018-01-25 00:40:00,760.507130804209
"9",2018-01-25 00:45:00,760.849951595618
"10",2018-01-25 00:50:00,761.114238332373
"11",2018-01-25 00:55:00,761.392631388766
"12",2018-01-25 01:00:00,761.695320480298
"13",2018-01-25 01:05:00,761.993980887809
"14",2018-01-25 01:10:00,762.389715190439
"15",2018-01-25 01:15:00,762.703070339687
"16",2018-01-25 01:20:00,763.041913399664
"17",2018-01-25 01:25:00,763.324806232312
"18",2018-01-25 01:30:00,763.684412184197
"19",2018-01-25 01:35:00,764.019464430021
"20",2018-01-25 01:40:00,764.368891248199
"21",2018-01-25 01:45:00,764.558645763875
"22",2018-01-25 01:50:00,764.71484955468
"23",2018-01-25 01:55:00,765.038376437562
"24",2018-01-25 02:00:00,765.415535808578
"25",2018-01-25 02:05:00,765.629363885728
"26",2018-01-25 02:10:00,765.846518604892
"27",2018-01-25 02:15:00,765.955236476546
"28",2018-01-25 02:20:00,766.250575998186
"29",2018-01-25 02:25:00,766.528444987321
"30",2018-01-25 02:30:00,766.807953516195
"31",2018-01-25 02:35:00,767.009842461678
"32",2018-01-25 02:40:00,767.161879751916
"33",2018-01-25 02:45:00,767.377132363549
"34",2018-01-25 02:50:00,767.539832859036
"35",2018-01-25 02:55:00,767.717313474354
"36",2018-01-25 03:00:00,767.804646128841
"37",2018-01-25 03:05:00,767.869957898503
"38",2018-01-25 03:10:00,768.00271958439
"39",2018-01-25 03:15:00,768.081691824805
"40",2018-01-25 03:20:00,768.209770277052
"41",2018-01-25 03:25:00,768.310259380701
"42",2018-01-25 03:30:00,768.379259022192
"43",2018-01-25 03:35:00,768.453496857025
"44",2018-01-25 03:40:00,768.58513738875
"45",2018-01-25 03:45:00,768.714008033719
"46",2018-01-25 03:50:00,768.862836144625
"47",2018-01-25 03:55:00,769.043389722399
"48",2018-01-25 04:00:00,769.173125712823
"49",2018-01-25 04:05:00,769.297397617749
"50",2018-01-25 04:10:00,769.475645724733
"51",2018-01-25 04:15:00,769.561282828193
"52",2018-01-25 04:20:00,769.715708882224
"53",2018-01-25 04:25:00,769.79876950983
"54",2018-01-25 04:30:00,769.859148339856
"55",2018-01-25 04:35:00,769.87216825062
"56",2018-01-25 04:40:00,769.971512436791
"57",2018-01-25 04:45:00,770.073402797427
"58",2018-01-25 04:50:00,770.175658046688
"59",2018-01-25 04:55:00,770.236557811785
"60",2018-01-25 05:00:00,770.265843463497
"61",2018-01-25 05:05:00,770.238803148732
"62",2018-01-25 05:10:00,770.298166479742
"63",2018-01-25 05:15:00,770.370319375047
"64",2018-01-25 05:20:00,770.42653485712
"65",2018-01-25 05:25:00,770.438481623589
"66",2018-01-25 05:30:00,770.445455510035
"67",2018-01-25 05:35:00,770.492926069561
"68",2018-01-25 05:40:00,770.507591127822
"69",2018-01-25 05:45:00,770.501783533591
"70",2018-01-25 05:50:00,770.447263111089
"71",2018-01-25 05:55:00,770.435451346436
"72",2018-01-25 06:00:00,770.440484837987
"73",2018-01-25 06:05:00,770.40119554969
"74",2018-01-25 06:10:00,770.314189175817
"75",2018-01-25 06:15:00,770.221457697289
"76",2018-01-25 06:20:00,770.041112603669
"77",2018-01-25 06:25:00,769.890504063328
"78",2018-01-25 06:30:00,769.774956406523
"79",2018-01-25 06:35:00,769.657598446582
"80",2018-01-25 06:40:00,769.572433447389
"81",2018-01-25 06:45:00,769.433157351008
"82",2018-01-25 06:50:00,769.297789072
"83",2018-01-25 06:55:00,769.216736750834
"84",2018-01-25 07:00:00,769.009197315146
"85",2018-01-25 07:05:00,768.753300177866
"86",2018-01-25 07:10:00,768.53241082594
"87",2018-01-25 07:15:00,768.321688886734
"88",2018-01-25 07:20:00,768.115532225484
"89",2018-01-25 07:25:00,767.903516835968
"90",2018-01-25 07:30:00,767.699170425147
"91",2018-01-25 07:35:00,767.467637731056
"92",2018-01-25 07:40:00,767.240838380284
"93",2018-01-25 07:45:00,766.980516416089
"94",2018-01-25 07:50:00,766.792664984484
"95",2018-01-25 07:55:00,766.647084150296
"96",2018-01-25 08:00:00,766.44325890794
"97",2018-01-25 08:05:00,766.199752826733
"98",2018-01-25 08:10:00,765.828027691609
"99",2018-01-25 08:15:00,765.53578972592
"100",2018-01-25 08:20:00,765.247164839892
"101",2018-01-25 08:25:00,765.010360887161
"102",2018-01-25 08:30:00,764.728928783814
"103",2018-01-25 08:35:00,764.45115110541
"104",2018-01-25 08:40:00,764.143222597255
"105",2018-01-25 08:45:00,763.798072937721
"106",2018-01-25 08:50:00,763.541817272406
"107",2018-01-25 08:55:00,763.248058046525
"108",2018-01-25 09:00:00,762.956594381797
"109",2018-01-25 09:05:00,762.64976903919
"110",2018-01-25 09:10:00,762.383480636737
"111",2018-01-25 09:15:00,762.048954969033
"112",2018-01-25 09:20:00,761.803924483476
"113",2018-01-25 09:25:00,761.520862579482
"114",2018-01-25 09:30:00,761.230479758006
"115",2018-01-25 09:35:00,760.89443467711
"116",2018-01-25 09:40:00,760.535500486343
"117",2018-01-25 09:45:00,760.297134022748
"118",2018-01-25 09:50:00,760.106451391176
"119",2018-01-25 09:55:00,759.907978478982
"120",2018-01-25 10:00:00,759.649096546817
"121",2018-01-25 10:05:00,759.433741806553
"122",2018-01-25 10:10:00,759.333947008477
"123",2018-01-25 10:15:00,759.209879572948
"124",2018-01-25 10:20:00,759.041138511132
"125",2018-01-25 10:25:00,758.902742444764
"126",2018-01-25 10:30:00,758.784877292752
"127",2018-01-25 10:35:00,758.637166343104
"128",2018-01-25 10:40:00,758.465606548573
"129",2018-01-25 10:45:00,758.323217708277
"130",2018-01-25 10:50:00,758.148743825957
"131",2018-01-25 10:55:00,757.965070571953
"132",2018-01-25 11:00:00,757.780614819538
"133",2018-01-25 11:05:00,757.535807361593
"134",2018-01-25 11:10:00,757.325367975599
"135",2018-01-25 11:15:00,757.098817680989
"136",2018-01-25 11:20:00,756.892588185855
"137",2018-01-25 11:25:00,756.739115935803
"138",2018-01-25 11:30:00,756.611225640706
"139",2018-01-25 11:35:00,756.40684471902
"140",2018-01-25 11:40:00,756.17589017423
"141",2018-01-25 11:45:00,755.970506556032
"142",2018-01-25 11:50:00,755.792120605656
"143",2018-01-25 11:55:00,755.669126953508
"144",2018-01-25 12:00:00,755.515925659635
"145",2018-01-25 12:05:00,755.377216765437
"146",2018-01-25 12:10:00,755.230646594677
"147",2018-01-25 12:15:00,755.080071566127
"148",2018-01-25 12:20:00,754.925938321236
"149",2018-01-25 12:25:00,754.734879482834
"150",2018-01-25 12:30:00,754.508720394281
"151",2018-01-25 12:35:00,754.387605244299
"152",2018-01-25 12:40:00,754.095139777101
"153",2018-01-25 12:45:00,753.91114560069
"154",2018-01-25 12:50:00,753.628016917237
"155",2018-01-25 12:55:00,753.380421121611
"156",2018-01-25 13:00:00,753.224974585448
"157",2018-01-25 13:05:00,753.063812702848
"158",2018-01-25 13:10:00,752.924038378305
"159",2018-01-25 13:15:00,752.79332654652
"160",2018-01-25 13:20:00,752.670017624341
"161",2018-01-25 13:25:00,752.58436495172
"162",2018-01-25 13:30:00,752.462806225116
"163",2018-01-25 13:35:00,752.461936993144
"164",2018-01-25 13:40:00,752.449506028638
"165",2018-01-25 13:45:00,752.455423535873
"166",2018-01-25 13:50:00,752.426276625182
"167",2018-01-25 13:55:00,752.402886264165
"168",2018-01-25 14:00:00,752.436636681932
"169",2018-01-25 14:05:00,752.480851548305
"170",2018-01-25 14:10:00,752.518541886486
"171",2018-01-25 14:15:00,752.613183580948
"172",2018-01-25 14:20:00,752.664016521018
"173",2018-01-25 14:25:00,752.677844714388
"174",2018-01-25 14:30:00,752.705267991059
"175",2018-01-25 14:35:00,752.755988460522
"176",2018-01-25 14:40:00,752.923072272447
"177",2018-01-25 14:45:00,753.150897309023
"178",2018-01-25 14:50:00,753.416793786972
"179",2018-01-25 14:55:00,753.647682352807
"180",2018-01-25 15:00:00,753.847720685256
"181",2018-01-25 15:05:00,754.021213834199
"182",2018-01-25 15:10:00,754.279766509821
"183",2018-01-25 15:15:00,754.513545253809
"184",2018-01-25 15:20:00,754.716008336622
"185",2018-01-25 15:25:00,754.959453566669
"186",2018-01-25 15:30:00,755.120684922248
"187",2018-01-25 15:35:00,755.259207760749
"188",2018-01-25 15:40:00,755.417024570988
"189",2018-01-25 15:45:00,755.586522510037
"190",2018-01-25 15:50:00,755.761886727409
"191",2018-01-25 15:55:00,755.94152936055
"192",2018-01-25 16:00:00,756.041786664386
"193",2018-01-25 16:05:00,756.286359609941
"194",2018-01-25 16:10:00,756.46494959993
"195",2018-01-25 16:15:00,756.670374258892
"196",2018-01-25 16:20:00,756.892300648717
"197",2018-01-25 16:25:00,757.066484154417
"198",2018-01-25 16:30:00,757.237609742234
"199",2018-01-25 16:35:00,757.371780355371
"200",2018-01-25 16:40:00,757.563962712993
"201",2018-01-25 16:45:00,757.768261810299
"202",2018-01-25 16:50:00,757.915868550849
"203",2018-01-25 16:55:00,758.062290642024
"204",2018-01-25 17:00:00,758.182926430647
"205",2018-01-25 17:05:00,758.377683699541
"206",2018-01-25 17:10:00,758.544292326895
"207",2018-01-25 17:15:00,758.72354195892
"208",2018-01-25 17:20:00,758.895990970633
"209",2018-01-25 17:25:00,758.988175204278
"210",2018-01-25 17:30:00,759.129530602386
"211",2018-01-25 17:35:00,759.223323961963
"212",2018-01-25 17:40:00,759.272350858328
"213",2018-01-25 17:45:00,759.291743603473
"214",2018-01-25 17:50:00,759.35270788106
"215",2018-01-25 17:55:00,759.408268685375
"216",2018-01-25 18:00:00,759.46220670528
"217",2018-01-25 18:05:00,759.483169195722
"218",2018-01-25 18:10:00,759.519082518337
"219",2018-01-25 18:15:00,759.568124905856
"220",2018-01-25 18:20:00,759.737573137991
"221",2018-01-25 18:25:00,759.893631167779
"222",2018-01-25 18:30:00,760.083713767483
"223",2018-01-25 18:35:00,760.250088539989
"224",2018-01-25 18:40:00,760.451723460435
"225",2018-01-25 18:45:00,760.64812583796
"226",2018-01-25 18:50:00,760.827770393682
"227",2018-01-25 18:55:00,760.981802962735
"228",2018-01-25 19:00:00,761.18803536073
"229",2018-01-25 19:05:00,761.314514884394
"230",2018-01-25 19:10:00,761.492399407445
"231",2018-01-25 19:15:00,761.685033121666
"232",2018-01-25 19:20:00,761.839799040287
"233",2018-01-25 19:25:00,761.97961669019
"234",2018-01-25 19:30:00,762.109796734724
"235",2018-01-25 19:35:00,762.246028725885
"236",2018-01-25 19:40:00,762.387172240085
"237",2018-01-25 19:45:00,762.508689946777
"238",2018-01-25 19:50:00,762.644125328737
"239",2018-01-25 19:55:00,762.746703316994
"240",2018-01-25 20:00:00,762.836576930196
"241",2018-01-25 20:05:00,762.958166322405
"242",2018-01-25 20:10:00,763.069025661136
"243",2018-01-25 20:15:00,763.206386067844
"244",2018-01-25 20:20:00,763.294998958667
"245",2018-01-25 20:25:00,763.39428281954
"246",2018-01-25 20:30:00,763.518480259776
"247",2018-01-25 20:35:00,763.593298420211
"248",2018-01-25 20:40:00,763.660989790169
"249",2018-01-25 20:45:00,763.71282699427
"250",2018-01-25 20:50:00,763.742771601483
"251",2018-01-25 20:55:00,763.752661514676
"252",2018-01-25 21:00:00,763.757783389616
"253",2018-01-25 21:05:00,763.803185341101
"254",2018-01-25 21:10:00,763.812713393547
"255",2018-01-25 21:15:00,763.788173735957
"256",2018-01-25 21:20:00,763.706077877735
"257",2018-01-25 21:25:00,763.584289136078
"258",2018-01-25 21:30:00,763.536872629881
"259",2018-01-25 21:35:00,763.48060803925
"260",2018-01-25 21:40:00,763.428307030735
"261",2018-01-25 21:45:00,763.400911900672
"262",2018-01-25 21:50:00,763.343267766506
"263",2018-01-25 21:55:00,763.271046136855
"264",2018-01-25 22:00:00,763.220569736446
"265",2018-01-25 22:05:00,763.159395327192
"266",2018-01-25 22:10:00,763.071847436899
"267",2018-01-25 22:15:00,763.041047511119
"268",2018-01-25 22:20:00,763.013593550971
"269",2018-01-25 22:25:00,762.931973227364
"270",2018-01-25 22:30:00,762.869569695767
"271",2018-01-25 22:35:00,762.834773458618
"272",2018-01-25 22:40:00,762.824157589841
"273",2018-01-25 22:45:00,762.779022496803
"274",2018-01-25 22:50:00,762.731431735534
"275",2018-01-25 22:55:00,762.685399801533
"276",2018-01-25 23:00:00,762.619580543926
"277",2018-01-25 23:05:00,762.549217043582
"278",2018-01-25 23:10:00,762.534189932983
"279",2018-01-25 23:15:00,762.46430319704
"280",2018-01-25 23:20:00,762.421648428723
"281",2018-01-25 23:25:00,762.400596950967
"282",2018-01-25 23:30:00,762.369358490687
"283",2018-01-25 23:35:00,762.342849568674
"284",2018-01-25 23:40:00,762.345142120214
"285",2018-01-25 23:45:00,762.348478896469
"286",2018-01-25 23:50:00,762.350576005436
"287",2018-01-25 23:55:00,762.365463769851
